id,is_zone,through_flow_allowed
2139,true,true
2140,true,true
2141,true,true
2142,true,true
2143,true,true
2144,true,true
2145,true,true
2146,true,true
2147,true,true
2148,true,true
2149,true,true
2150,true,true
2151,true,true
2152,true,true
2153,true,true
2154,true,true
2155,true,true
2156,true,true
2157,true,true
2158,true,true
2159,true,true
2160,true,true
2161,true,true
2162,true,true
2163,true,true
2164,true,true
2165,true,true
2166,true,true
2167,true,true
2168,true,true
2169,true,true
2170,true,true
2171,true,true
2172,true,true
2173,true,true
2174,true,true
2175,true,true
2176,true,true
2177,true,true
2178,true,true
2179,true,true
2180,true,true
2181,true,true
2182,true,true
2183,true,true
2184,true,true
2185,true,true
2186,true,true
2187,true,true
2188,true,true
2189,true,true
2190,true,true
2191,true,true
2192,true,true
2193,true,true
2194,true,true
2195,true,true
2196,true,true
2197,true,true
2198,true,true
2199,true,true
2200,true,true
2201,true,true
2202,true,true
2203,true,true
2204,true,true
2205,true,true
2206,true,true
2207,true,true
2208,true,true
2209,true,true
2210,true,true
2211,true,true
2212,true,true
2213,true,true
2214,true,true
2215,true,true
2216,true,true
2217,true,true
2218,true,true
2219,true,true
2220,true,true
2221,true,true
2222,true,true
2223,true,true
2224,true,true
2225,true,true
2226,true,true
2227,true,true
2228,true,true
2229,true,true
2230,true,true
2231,true,true
2232,true,true
2233,true,true
2234,true,true
2235,true,true
2236,true,true
2237,true,true
2238,true,true
2239,true,true
2240,true,true
2241,true,true
2242,true,true
2243,true,true
2244,true,true
2245,true,true
2246,true,true
2247,true,true
2248,true,true
2249,true,true
2250,true,true
2251,true,true
2252,true,true
2253,true,true
2254,true,true
2255,true,true
2256,true,true
2257,true,true
2258,true,true
2259,true,true
2260,true,true
2261,true,true
2262,true,true
2263,true,true
2264,true,true
2265,true,true
2266,true,true
2267,true,true
2268,true,true
2269,true,true
2270,true,true
2271,true,true
2272,true,true
2273,true,true
2274,true,true
2275,true,true
2276,true,true
2277,true,true
2278,true,true
2279,true,true
2280,true,true
2281,true,true
2282,true,true
2283,true,true
2284,true,true
2285,true,true
2286,true,true
2287,true,true
2288,true,true
2289,true,true
2290,true,true
2291,true,true
2292,true,true
2293,true,true
2294,true,true
2295,true,true
2296,true,true
2297,true,true
2298,true,true
2299,true,true
2300,true,true
2301,true,true
2302,true,true
2303,true,true
2304,true,true
2305,true,true
2306,true,true
2307,true,true
2308,true,true
2309,true,true
2310,true,true
2311,true,true
2312,true,true
2313,true,true
2314,true,true
2315,true,true
2316,true,true
2317,true,true
2318,true,true
2319,true,true
2320,true,true
2321,true,true
2322,true,true
2323,true,true
2324,true,true
2325,true,true
2326,true,true
2327,true,true
2328,true,true
2329,true,true
2330,true,true
2331,true,true
2332,true,true
2333,true,true
2334,true,true
2335,true,true
2336,true,true
2337,true,true
2338,true,true
2339,true,true
2340,true,true
2341,true,true
2342,true,true
2343,true,true
2344,true,true
2345,true,true
2346,true,true
2347,true,true
2348,true,true
2349,true,true
2350,true,true
2351,true,true
2352,true,true
2353,true,true
2354,true,true
2355,true,true
2356,true,true
2357,true,true
2358,true,true
2359,true,true
2360,true,true
2361,true,true
2362,true,true
2363,true,true
2364,true,true
2365,true,true
2366,true,true
2367,true,true
2368,true,true
2369,true,true
2370,true,true
2371,true,true
2372,true,true
2373,true,true
2374,true,true
2375,true,true
2376,true,true
2377,true,true
2378,true,true
2379,true,true
2380,true,true
2381,true,true
2382,true,true
2383,true,true
2384,true,true
2385,true,true
2386,true,true
2387,true,true
2388,true,true
2389,true,true
2390,true,true
2391,true,true
2392,true,true
2393,true,true
2394,true,true
2395,true,true
2396,true,true
2397,true,true
2398,true,true
2399,true,true
2400,true,true
2401,true,true
2402,true,true
2403,true,true
2404,true,true
2405,true,true
2406,true,true
2407,true,true
2408,true,true
2409,true,true
2410,true,true
2411,true,true
2412,true,true
2413,true,true
2414,true,true
2415,true,true
2416,true,true
2417,true,true
2418,true,true
2419,true,true
2420,true,true
2421,true,true
2422,true,true
2423,true,true
2424,true,true
2425,true,true
2426,true,true
2427,true,true
2428,true,true
2429,true,true
2430,true,true
2431,true,true
2432,true,true
2433,true,true
2434,true,true
2435,true,true
2436,true,true
2437,true,true
2438,true,true
2439,true,true
2440,true,true
2441,true,true
2442,true,true
2443,true,true
2444,true,true
2445,true,true
2446,true,true
2447,true,true
2448,true,true
2449,true,true
2450,true,true
2451,true,true
2452,true,true
2453,true,true
2454,true,true
2455,true,true
2456,true,true
2457,true,true
2458,true,true
2459,true,true
2460,true,true
2461,true,true
2462,true,true
2463,true,true
2464,true,true
2465,true,true
2466,true,true
2467,true,true
2468,true,true
2469,true,true
2470,true,true
2471,true,true
2472,true,true
2473,true,true
2474,true,true
2475,true,true
2476,true,true
2477,true,true
2478,true,true
2479,true,true
2480,true,true
2481,true,true
2482,true,true
2483,true,true
2484,true,true
2485,true,true
2486,true,true
2487,true,true
2488,true,true
2489,true,true
2490,true,true
2491,true,true
2492,true,true
2493,true,true
2494,true,true
2495,true,true
2496,true,true
2497,true,true
2498,true,true
2499,true,true
2500,true,true
2501,true,true
2502,true,true
2503,true,true
2504,true,true
2505,true,true
2506,true,true
2507,true,true
2508,true,true
2509,true,true
2510,true,true
2511,true,true
2512,true,true
2513,true,true
2514,true,true
2515,true,true
2516,true,true
2517,true,true
2518,true,true
2519,true,true
2520,true,true
2521,true,true
2522,true,true
2523,true,true
2524,true,true
2525,true,true
2526,true,true
2527,true,true
2528,true,true
2529,true,true
2530,true,true
2531,true,true
2532,true,true
2533,true,true
2534,true,true
2535,true,true
2536,true,true
2537,true,true
2538,true,true
2539,true,true
2540,true,true
2541,true,true
2542,true,true
2543,true,true
2544,true,true
2545,true,true
2546,true,true
2547,true,true
2548,true,true
2549,true,true
2550,true,true
2551,true,true
2552,true,true
2553,true,true
2554,true,true
2555,true,true
2556,true,true
2557,true,true
2558,true,true
2559,true,true
2560,true,true
2561,true,true
2562,true,true
2563,true,true
2564,true,true
2565,true,true
2566,true,true
2567,true,true
2568,true,true
2569,true,true
2570,true,true
2571,true,true
2572,true,true
2573,true,true
2574,true,true
2575,true,true
2576,true,true
2577,true,true
2578,true,true
2579,true,true
2580,true,true
2581,true,true
2582,true,true
2583,true,true
2584,true,true
2585,true,true
2586,true,true
2587,true,true
2588,true,true
2589,true,true
2590,true,true
2591,true,true
2592,true,true
2593,true,true
2594,true,true
2595,true,true
2596,true,true
2597,true,true
2598,true,true
2599,true,true
2600,true,true
2601,true,true
2602,true,true
2603,true,true
2604,true,true
2605,true,true
2606,true,true
2607,true,true
2608,true,true
2609,true,true
2610,true,true
2611,true,true
2612,true,true
2613,true,true
2614,true,true
2615,true,true
2616,true,true
2617,true,true
2618,true,true
2619,true,true
2620,true,true
2621,true,true
2622,true,true
2623,true,true
2624,true,true
2625,true,true
2626,true,true
2627,true,true
2628,true,true
2629,true,true
2630,true,true
2631,true,true
2632,true,true
2633,true,true
2634,true,true
2635,true,true
2636,true,true
2637,true,true
2638,true,true
2639,true,true
2640,true,true
2641,true,true
2642,true,true
2643,true,true
2644,true,true
2645,true,true
2646,true,true
2647,true,true
2648,true,true
2649,true,true
2650,true,true
2651,true,true
2652,true,true
2653,true,true
2654,true,true
2655,true,true
2656,true,true
2657,true,true
2658,true,true
2659,true,true
2660,true,true
2661,true,true
2662,true,true
2663,true,true
2664,true,true
2665,true,true
2666,true,true
2667,true,true
2668,true,true
2669,true,true
2670,true,true
2671,true,true
2672,true,true
2673,true,true
2674,true,true
2675,true,true
2676,true,true
2677,true,true
2678,true,true
2679,true,true
2680,true,true
2681,true,true
2682,true,true
2683,true,true
2684,true,true
2685,true,true
2686,true,true
2687,true,true
2688,true,true
2689,true,true
2690,true,true
2691,true,true
2692,true,true
2693,true,true
2694,true,true
2695,true,true
2696,true,true
2697,true,true
2698,true,true
2699,true,true
2700,true,true
2701,true,true
2702,true,true
2703,true,true
2704,true,true
2705,true,true
2706,true,true
2707,true,true
2708,true,true
2709,true,true
2710,true,true
2711,true,true
2712,true,true
2713,true,true
2714,true,true
2715,true,true
2716,true,true
2717,true,true
2718,true,true
2719,true,true
2720,true,true
2721,true,true
2722,true,true
2723,true,true
2724,true,true
2725,true,true
2726,true,true
2727,true,true
2728,true,true
2729,true,true
2730,true,true
2731,true,true
2732,true,true
2733,true,true
2734,true,true
2735,true,true
2736,true,true
2737,true,true
2738,true,true
2739,true,true
2740,true,true
2741,true,true
2742,true,true
2743,true,true
2744,true,true
2745,true,true
2746,true,true
2747,true,true
2748,true,true
2749,true,true
2750,true,true
2751,true,true
2752,true,true
2753,true,true
2754,true,true
2755,true,true
2756,true,true
2757,true,true
2758,true,true
2759,true,true
2760,true,true
2761,true,true
2762,true,true
2763,true,true
2764,true,true
2765,true,true
2766,true,true
2767,true,true
2768,true,true
2769,true,true
2770,true,true
2771,true,true
2772,true,true
2773,true,true
2774,true,true
2775,true,true
2776,true,true
2777,true,true
2778,true,true
2779,true,true
2780,true,true
2781,true,true
2782,true,true
2783,true,true
2784,true,true
2785,true,true
2786,true,true
2787,true,true
2788,true,true
2789,true,true
2790,true,true
2791,true,true
2792,true,true
2793,true,true
2794,true,true
2795,true,true
2796,true,true
2797,true,true
2798,true,true
2799,true,true
2800,true,true
2801,true,true
2802,true,true
2803,true,true
2804,true,true
2805,true,true
2806,true,true
2807,true,true
2808,true,true
2809,true,true
2810,true,true
2811,true,true
2812,true,true
2813,true,true
2814,true,true
2815,true,true
2816,true,true
2817,true,true
2818,true,true
2819,true,true
2820,true,true
2821,true,true
2822,true,true
2823,true,true
2824,true,true
2825,true,true
2826,true,true
2827,true,true
2828,true,true
2829,true,true
2830,true,true
2831,true,true
2832,true,true
2833,true,true
2834,true,true
2835,true,true
2836,true,true
2837,true,true
2838,true,true
2839,true,true
2840,true,true
2841,true,true
2842,true,true
2843,true,true
2844,true,true
2845,true,true
2846,true,true
2847,true,true
2848,true,true
2849,true,true
2850,true,true
2851,true,true
2852,true,true
2853,true,true
2854,true,true
2855,true,true
2856,true,true
2857,true,true
2858,true,true
2859,true,true
2860,true,true
2861,true,true
2862,true,true
2863,true,true
2864,true,true
2865,true,true
2866,true,true
2867,true,true
2868,true,true
2869,true,true
2870,true,true
2871,true,true
2872,true,true
2873,true,true
2874,true,true
2875,true,true
2876,true,true
2877,true,true
2878,true,true
2879,true,true
2880,true,true
2881,true,true
2882,true,true
2883,true,true
2884,true,true
2885,true,true
2886,true,true
2887,true,true
2888,true,true
2889,true,true
2890,true,true
2891,true,true
2892,true,true
2893,true,true
2894,true,true
2895,true,true
2896,true,true
2897,true,true
2898,true,true
2899,true,true
2900,true,true
2901,true,true
2902,true,true
2903,true,true
2904,true,true
2905,true,true
2906,true,true
2907,true,true
2908,true,true
2909,true,true
2910,true,true
2911,true,true
2912,true,true
2913,true,true
2914,true,true
2915,true,true
2916,true,true
2917,true,true
2918,true,true
2919,true,true
2920,true,true
2921,true,true
2922,true,true
2923,true,true
2924,true,true
2925,true,true
2926,true,true
2927,true,true
2928,true,true
2929,true,true
2930,true,true
2931,true,true
2932,true,true
2933,true,true
2934,true,true
2935,true,true
2936,true,true
2937,true,true
2938,true,true
2939,true,true
2940,true,true
2941,true,true
2942,true,true
2943,true,true
2944,true,true
2945,true,true
2946,true,true
2947,true,true
2948,true,true
2949,true,true
2950,true,true
2951,true,true
2952,true,true
2953,true,true
2954,true,true
2955,true,true
2956,true,true
2957,true,true
2958,true,true
2959,true,true
2960,true,true
2961,true,true
2962,true,true
2963,true,true
2964,true,true
2965,true,true
2966,true,true
2967,true,true
2968,true,true
2969,true,true
2970,true,true
2971,true,true
2972,true,true
2973,true,true
2974,true,true
2975,true,true
2976,true,true
2977,true,true
2978,true,true
2979,true,true
2980,true,true
2981,true,true
2982,true,true
2983,true,true
2984,true,true
2985,true,true
2986,true,true
2987,true,true
2988,true,true
2989,true,true
2990,true,true
2991,true,true
2992,true,true
2993,true,true
2994,true,true
2995,true,true
2996,true,true
2997,true,true
2998,true,true
2999,true,true
3000,true,true
3001,true,true
3002,true,true
3003,true,true
3004,true,true
3005,true,true
3006,true,true
3007,true,true
3008,true,true
3009,true,true
3010,true,true
3011,true,true
3012,true,true
3013,true,true
3014,true,true
3015,true,true
3016,true,true
3017,true,true
3018,true,true
3019,true,true
3020,true,true
3021,true,true
3022,true,true
3023,true,true
3024,true,true
3025,true,true
3026,true,true
3027,true,true
3028,true,true
3029,true,true
3030,true,true
3031,true,true
3032,true,true
3033,true,true
3034,true,true
3035,true,true
3036,true,true
3037,true,true
3038,true,true
3039,true,true
3040,true,true
3041,true,true
3042,true,true
3043,true,true
3044,true,true
3045,true,true
3046,true,true
3047,true,true
3048,true,true
3049,true,true
3050,true,true
3051,true,true
3052,true,true
3053,true,true
3054,true,true
3055,true,true
3056,true,true
3057,true,true
3058,true,true
3059,true,true
3060,true,true
3061,true,true
3062,true,true
3063,true,true
3064,true,true
3065,true,true
3066,true,true
3067,true,true
3068,true,true
3069,true,true
3070,true,true
3071,true,true
3072,true,true
3073,true,true
3074,true,true
3075,true,true
3076,true,true
3077,true,true
3078,true,true
3079,true,true
3080,true,true
3081,true,true
3082,true,true
3083,true,true
3084,true,true
3085,true,true
3086,true,true
3087,true,true
3088,true,true
3089,true,true
3090,true,true
3091,true,true
3092,true,true
3093,true,true
3094,true,true
3095,true,true
3096,true,true
3097,true,true
3098,true,true
3099,true,true
3100,true,true
3101,true,true
3102,true,true
3103,true,true
3104,true,true
3105,true,true
3106,true,true
3107,true,true
3108,true,true
3109,true,true
3110,true,true
3111,true,true
3112,true,true
3113,true,true
3114,true,true
3115,true,true
3116,true,true
3117,true,true
3118,true,true
3119,true,true
3120,true,true
3121,true,true
3122,true,true
3123,true,true
3124,true,true
3125,true,true
3126,true,true
3127,true,true
3128,true,true
3129,true,true
3130,true,true
3131,true,true
3132,true,true
3133,true,true
3134,true,true
3135,true,true
3136,true,true
3137,true,true
3138,true,true
3139,true,true
3140,true,true
3141,true,true
3142,true,true
3143,true,true
3144,true,true
3145,true,true
3146,true,true
3147,true,true
3148,true,true
3149,true,true
3150,true,true
3151,true,true
3152,true,true
3153,true,true
3154,true,true
3155,true,true
3156,true,true
3157,true,true
3158,true,true
3159,true,true
3160,true,true
3161,true,true
3162,true,true
3163,true,true
3164,true,true
3165,true,true
3166,true,true
3167,true,true
3168,true,true
3169,true,true
3170,true,true
3171,true,true
3172,true,true
3173,true,true
3174,true,true
3175,true,true
3176,true,true
3177,true,true
3178,true,true
3179,true,true
3180,true,true
3181,true,true
3182,true,true
3183,true,true
3184,true,true
3185,true,true
3186,true,true
3187,true,true
3188,true,true
3189,true,true
3190,true,true
3191,true,true
3192,true,true
3193,true,true
3194,true,true
3195,true,true
3196,true,true
3197,true,true
3198,true,true
3199,true,true
3200,true,true
3201,true,true
3202,true,true
3203,true,true
3204,true,true
3205,true,true
3206,true,true
3207,true,true
3208,true,true
3209,true,true
3210,true,true
3211,true,true
3212,true,true
3213,true,true
3214,true,true
3215,true,true
3216,true,true
3217,true,true
3218,true,true
3219,true,true
3220,true,true
3221,true,true
3222,true,true
3223,true,true
3224,true,true
3225,true,true
3226,true,true
3227,true,true
3228,true,true
3229,true,true
3230,true,true
3231,true,true
3232,true,true
3233,true,true
3234,true,true
3235,true,true
3236,true,true
3237,true,true
3238,true,true
3239,true,true
3240,true,true
3241,true,true
3242,true,true
3243,true,true
3244,true,true
3245,true,true
3246,true,true
3247,true,true
3248,true,true
3249,true,true
3250,true,true
3251,true,true
3252,true,true
3253,true,true
3254,true,true
3255,true,true
3256,true,true
3257,true,true
3258,true,true
3259,true,true
3260,true,true
3261,true,true
3262,true,true
3263,true,true
3264,true,true
3265,true,true
3266,true,true
3267,true,true
3268,true,true
3269,true,true
3270,true,true
3271,true,true
3272,true,true
3273,true,true
3274,true,true
3275,true,true
3276,true,true
3277,true,true
3278,true,true
3279,true,true
3280,true,true
3281,true,true
3282,true,true
3283,true,true
3284,true,true
3285,true,true
3286,true,true
3287,true,true
3288,true,true
3289,true,true
3290,true,true
3291,true,true
3292,true,true
3293,true,true
3294,true,true
3295,true,true
3296,true,true
3297,true,true
3298,true,true
3299,true,true
3300,true,true
3301,true,true
3302,true,true
3303,true,true
3304,true,true
3305,true,true
3306,true,true
3307,true,true
3308,true,true
3309,true,true
3310,true,true
3311,true,true
3312,true,true
3313,true,true
3314,true,true
3315,true,true
3316,true,true
3317,true,true
3318,true,true
3319,true,true
3320,true,true
3321,true,true
3322,true,true
3323,true,true
3324,true,true
3325,true,true
3326,true,true
3327,true,true
3328,true,true
3329,true,true
3330,true,true
3331,true,true
3332,true,true
3333,true,true
3334,true,true
3335,true,true
3336,true,true
3337,true,true
3338,true,true
3339,true,true
3340,true,true
3341,true,true
3342,true,true
3343,true,true
3344,true,true
3345,true,true
3346,true,true
3347,true,true
3348,true,true
3349,true,true
3350,true,true
3351,true,true
3352,true,true
3353,true,true
3354,true,true
3355,true,true
3356,true,true
3357,true,true
3358,true,true
3359,true,true
3360,true,true
3361,true,true
3362,true,true
3363,true,true
3364,true,true
3365,true,true
3366,true,true
3367,true,true
3368,true,true
3369,true,true
3370,true,true
3371,true,true
3372,true,true
3373,true,true
3374,true,true
3375,true,true
3376,true,true
3377,true,true
3378,true,true
3379,true,true
3380,true,true
3381,true,true
3382,true,true
3383,true,true
3384,true,true
3385,true,true
3386,true,true
3387,true,true
3388,true,true
3389,true,true
3390,true,true
3391,true,true
3392,true,true
3393,true,true
3394,true,true
3395,true,true
3396,true,true
3397,true,true
3398,true,true
3399,true,true
3400,true,true
3401,true,true
3402,true,true
3403,true,true
3404,true,true
3405,true,true
3406,true,true
3407,true,true
3408,true,true
3409,true,true
3410,true,true
3411,true,true
3412,true,true
3413,true,true
3414,true,true
3415,true,true
3416,true,true
3417,true,true
3418,true,true
3419,true,true
3420,true,true
3421,true,true
3422,true,true
3423,true,true
3424,true,true
3425,true,true
3426,true,true
3427,true,true
3428,true,true
3429,true,true
3430,true,true
3431,true,true
3432,true,true
3433,true,true
3434,true,true
3435,true,true
3436,true,true
3437,true,true
3438,true,true
3439,true,true
3440,true,true
3441,true,true
3442,true,true
3443,true,true
3444,true,true
3445,true,true
3446,true,true
3447,true,true
3448,true,true
3449,true,true
3450,true,true
3451,true,true
3452,true,true
3453,true,true
3454,true,true
3455,true,true
3456,true,true
3457,true,true
3458,true,true
3459,true,true
3460,true,true
3461,true,true
3462,true,true
3463,true,true
3464,true,true
3465,true,true
3466,true,true
3467,true,true
3468,true,true
3469,true,true
3470,true,true
3471,true,true
3472,true,true
3473,true,true
3474,true,true
3475,true,true
3476,true,true
3477,true,true
3478,true,true
3479,true,true
3480,true,true
3481,true,true
3482,true,true
3483,true,true
3484,true,true
3485,true,true
3486,true,true
3487,true,true
3488,true,true
3489,true,true
3490,true,true
3491,true,true
3492,true,true
3493,true,true
3494,true,true
3495,true,true
3496,true,true
3497,true,true
3498,true,true
3499,true,true
3500,true,true
3501,true,true
3502,true,true
3503,true,true
3504,true,true
3505,true,true
3506,true,true
3507,true,true
3508,true,true
3509,true,true
3510,true,true
3511,true,true
3512,true,true
3513,true,true
3514,true,true
3515,true,true
3516,true,true
3517,true,true
3518,true,true
3519,true,true
3520,true,true
3521,true,true
3522,true,true
3523,true,true
3524,true,true
3525,true,true
3526,true,true
3527,true,true
3528,true,true
3529,true,true
3530,true,true
3531,true,true
3532,true,true
3533,true,true
3534,true,true
3535,true,true
3536,true,true
3537,true,true
3538,true,true
3539,true,true
3540,true,true
3541,true,true
3542,true,true
3543,true,true
3544,true,true
3545,true,true
3546,true,true
3547,true,true
3548,true,true
3549,true,true
3550,true,true
3551,true,true
3552,true,true
3553,true,true
3554,true,true
3555,true,true
3556,true,true
3557,true,true
3558,true,true
3559,true,true
3560,true,true
3561,true,true
3562,true,true
3563,true,true
3564,true,true
3565,true,true
3566,true,true
3567,true,true
3568,true,true
3569,true,true
3570,true,true
3571,true,true
3572,true,true
3573,true,true
3574,true,true
3575,true,true
3576,true,true
3577,true,true
3578,true,true
3579,true,true
3580,true,true
3581,true,true
3582,true,true
3583,true,true
3584,true,true
3585,true,true
3586,true,true
3587,true,true
3588,true,true
3589,true,true
3590,true,true
3591,true,true
3592,true,true
3593,true,true
3594,true,true
3595,true,true
3596,true,true
3597,true,true
3598,true,true
3599,true,true
3600,true,true
3601,true,true
3602,true,true
3603,true,true
3604,true,true
3605,true,true
3606,true,true
3607,true,true
3608,true,true
3609,true,true
3610,true,true
3611,true,true
3612,true,true
3613,true,true
3614,true,true
3615,true,true
3616,true,true
3617,true,true
3618,true,true
3619,true,true
3620,true,true
3621,true,true
3622,true,true
3623,true,true
3624,true,true
3625,true,true
3626,true,true
3627,true,true
3628,true,true
3629,true,true
3630,true,true
3631,true,true
3632,true,true
3633,true,true
3634,true,true
3635,true,true
3636,true,true
3637,true,true
3638,true,true
3639,true,true
3640,true,true
3641,true,true
3642,true,true
3643,true,true
3644,true,true
3645,true,true
3646,true,true
3647,true,true
3648,true,true
3649,true,true
3650,true,true
3651,true,true
3652,true,true
3653,true,true
3654,true,true
3655,true,true
3656,true,true
3657,true,true
3658,true,true
3659,true,true
3660,true,true
3661,true,true
3662,true,true
3663,true,true
3664,true,true
3665,true,true
3666,true,true
3667,true,true
3668,true,true
3669,true,true
3670,true,true
3671,true,true
3672,true,true
3673,true,true
3674,true,true
3675,true,true
3676,true,true
3677,true,true
3678,true,true
3679,true,true
3680,true,true
3681,true,true
3682,true,true
3683,true,true
3684,true,true
3685,true,true
3686,true,true
3687,true,true
3688,true,true
3689,true,true
3690,true,true
3691,true,true
3692,true,true
3693,true,true
3694,true,true
3695,true,true
3696,true,true
3697,true,true
3698,true,true
3699,true,true
3700,true,true
3701,true,true
3702,true,true
3703,true,true
3704,true,true
3705,true,true
3706,true,true
3707,true,true
3708,true,true
3709,true,true
3710,true,true
3711,true,true
3712,true,true
3713,true,true
3714,true,true
3715,true,true
3716,true,true
3717,true,true
3718,true,true
3719,true,true
3720,true,true
3721,true,true
3722,true,true
3723,true,true
3724,true,true
3725,true,true
3726,true,true
3727,true,true
3728,true,true
3729,true,true
3730,true,true
3731,true,true
3732,true,true
3733,true,true
3734,true,true
3735,true,true
3736,true,true
3737,true,true
3738,true,true
3739,true,true
3740,true,true
3741,true,true
3742,true,true
3743,true,true
3744,true,true
3745,true,true
3746,true,true
3747,true,true
3748,true,true
3749,true,true
3750,true,true
3751,true,true
3752,true,true
3753,true,true
3754,true,true
3755,true,true
3756,true,true
3757,true,true
3758,true,true
3759,true,true
3760,true,true
3761,true,true
3762,true,true
3763,true,true
3764,true,true
3765,true,true
3766,true,true
3767,true,true
3768,true,true
3769,true,true
3770,true,true
3771,true,true
3772,true,true
3773,true,true
3774,true,true
3775,true,true
3776,true,true
3777,true,true
3778,true,true
3779,true,true
3780,true,true
3781,true,true
3782,true,true
3783,true,true
3784,true,true
3785,true,true
3786,true,true
3787,true,true
3788,true,true
3789,true,true
3790,true,true
3791,true,true
3792,true,true
3793,true,true
3794,true,true
3795,true,true
3796,true,true
3797,true,true
3798,true,true
3799,true,true
3800,true,true
3801,true,true
3802,true,true
3803,true,true
3804,true,true
3805,true,true
3806,true,true
3807,true,true
3808,true,true
3809,true,true
3810,true,true
3811,true,true
3812,true,true
3813,true,true
3814,true,true
3815,true,true
3816,true,true
3817,true,true
3818,true,true
3819,true,true
3820,true,true
3821,true,true
3822,true,true
3823,true,true
3824,true,true
3825,true,true
3826,true,true
3827,true,true
3828,true,true
3829,true,true
3830,true,true
3831,true,true
3832,true,true
3833,true,true
3834,true,true
3835,true,true
3836,true,true
3837,true,true
3838,true,true
3839,true,true
3840,true,true
3841,true,true
3842,true,true
3843,true,true
3844,true,true
3845,true,true
3846,true,true
3847,true,true
3848,true,true
3849,true,true
3850,true,true
3851,true,true
3852,true,true
3853,true,true
3854,true,true
3855,true,true
3856,true,true
3857,true,true
3858,true,true
3859,true,true
3860,true,true
3861,true,true
3862,true,true
3863,true,true
3864,true,true
3865,true,true
3866,true,true
3867,true,true
3868,true,true
3869,true,true
3870,true,true
3871,true,true
3872,true,true
3873,true,true
3874,true,true
3875,true,true
3876,true,true
3877,true,true
3878,true,true
3879,true,true
3880,true,true
3881,true,true
3882,true,true
3883,true,true
3884,true,true
3885,true,true
3886,true,true
3887,true,true
3888,true,true
3889,true,true
3890,true,true
3891,true,true
3892,true,true
3893,true,true
3894,true,true
3895,true,true
3896,true,true
3897,true,true
3898,true,true
3899,true,true
3900,true,true
3901,true,true
3902,true,true
3903,true,true
3904,true,true
3905,true,true
3906,true,true
3907,true,true
3908,true,true
3909,true,true
3910,true,true
3911,true,true
3912,true,true
3913,true,true
3914,true,true
3915,true,true
3916,true,true
3917,true,true
3918,true,true
3919,true,true
3920,true,true
3921,true,true
3922,true,true
3923,true,true
3924,true,true
3925,true,true
3926,true,true
3927,true,true
3928,true,true
3929,true,true
3930,true,true
3931,true,true
3932,true,true
3933,true,true
3934,true,true
3935,true,true
3936,true,true
3937,true,true
3938,true,true
3939,true,true
3940,true,true
3941,true,true
3942,true,true
3943,true,true
3944,true,true
3945,true,true
3946,true,true
3947,true,true
3948,true,true
3949,true,true
3950,true,true
3951,true,true
3952,true,true
3953,true,true
3954,true,true
3955,true,true
3956,true,true
3957,true,true
3958,true,true
3959,true,true
3960,true,true
3961,true,true
3962,true,true
3963,true,true
3964,true,true
3965,true,true
3966,true,true
3967,true,true
3968,true,true
3969,true,true
3970,true,true
3971,true,true
3972,true,true
3973,true,true
3974,true,true
3975,true,true
3976,true,true
3977,true,true
3978,true,true
3979,true,true
3980,true,true
3981,true,true
3982,true,true
3983,true,true
3984,true,true
3985,true,true
3986,true,true
3987,true,true
3988,true,true
3989,true,true
3990,true,true
3991,true,true
3992,true,true
3993,true,true
3994,true,true
3995,true,true
3996,true,true
3997,true,true
3998,true,true
3999,true,true
4000,true,true
4001,true,true
4002,true,true
4003,true,true
4004,true,true
4005,true,true
4006,true,true
4007,true,true
4008,true,true
4009,true,true
4010,true,true
4011,true,true
4012,true,true
4013,true,true
4014,true,true
4015,true,true
4016,true,true
4017,true,true
4018,true,true
4019,true,true
4020,true,true
4021,true,true
4022,true,true
4023,true,true
4024,true,true
4025,true,true
4026,true,true
4027,true,true
4028,true,true
4029,true,true
4030,true,true
4031,true,true
4032,true,true
4033,true,true
4034,true,true
4035,true,true
4036,true,true
4037,true,true
4038,true,true
4039,true,true
4040,true,true
4041,true,true
4042,true,true
4043,true,true
4044,true,true
4045,true,true
4046,true,true
4047,true,true
4048,true,true
4049,true,true
4050,true,true
4051,true,true
4052,true,true
4053,true,true
4054,true,true
4055,true,true
4056,true,true
4057,true,true
4058,true,true
4059,true,true
4060,true,true
4061,true,true
4062,true,true
4063,true,true
4064,true,true
4065,true,true
4066,true,true
4067,true,true
4068,true,true
4069,true,true
4070,true,true
4071,true,true
4072,true,true
4073,true,true
4074,true,true
4075,true,true
4076,true,true
4077,true,true
4078,true,true
4079,true,true
4080,true,true
4081,true,true
4082,true,true
4083,true,true
4084,true,true
4085,true,true
4086,true,true
4087,true,true
4088,true,true
4089,true,true
4090,true,true
4091,true,true
4092,true,true
4093,true,true
4094,true,true
4095,true,true
4096,true,true
4097,true,true
4098,true,true
4099,true,true
4100,true,true
4101,true,true
4102,true,true
4103,true,true
4104,true,true
4105,true,true
4106,true,true
4107,true,true
4108,true,true
4109,true,true
4110,true,true
4111,true,true
4112,true,true
4113,true,true
4114,true,true
4115,true,true
4116,true,true
4117,true,true
4118,true,true
4119,true,true
4120,true,true
4121,true,true
4122,true,true
4123,true,true
4124,true,true
4125,true,true
4126,true,true
4127,true,true
4128,true,true
4129,true,true
4130,true,true
4131,true,true
4132,true,true
4133,true,true
4134,true,true
4135,true,true
